"gameNumber","dimension","nThreads","initTime","resolutionTime"
0,5,1,0.000104,0.000055
1,5,1,0.000074,0.000042
2,5,1,0.000090,0.000036
3,5,1,0.000041,0.000028
4,5,1,0.000077,0.000036
5,5,1,0.000097,0.000045
6,5,1,0.000080,0.000042
7,5,1,0.000089,0.000046
8,5,1,0.000046,0.000026
9,5,1,0.000069,0.000090
10,10,1,0.000674,0.000231
11,10,1,0.000975,0.000283
12,10,1,0.000813,0.000248
13,10,1,0.000965,0.000239
14,10,1,0.000982,0.000313
15,10,1,0.001258,0.000426
16,10,1,0.000866,0.000310
17,10,1,0.001090,0.000334
18,10,1,0.001045,0.000244
19,10,1,0.000480,0.000156
20,20,1,0.045177,0.004998
21,20,1,0.064557,0.008665
22,20,1,0.019599,0.003534
23,20,1,0.075665,0.008105
24,20,1,0.051684,0.006434
25,20,1,0.040629,0.005955
26,20,1,0.044248,0.005828
27,20,1,0.047767,0.006765
28,20,1,0.084098,0.014167
29,20,1,0.062996,0.007137
30,30,1,3.594421,0.237789
31,30,1,3.879258,0.501111
32,30,1,1.801090,0.134512
33,30,1,3.031311,0.272426
34,30,1,2.280670,0.189697
35,30,1,2.441845,0.212205
36,30,1,2.200120,0.187053
37,30,1,2.967086,0.280017
38,30,1,2.356350,0.191751
39,30,1,3.858916,0.313946
40,40,1,203.620758,10.982515
41,40,1,53.263166,4.518434
42,40,1,111.590811,8.145773
43,40,1,99.949949,9.099392
44,40,1,47.622838,4.056483
45,40,1,106.715370,9.730274
46,40,1,74.302481,6.646524
47,40,1,57.070853,5.835711
48,40,1,105.504024,7.684533
49,40,1,180.005900,13.356634
0,5,1,0.000101,0.000056
1,5,1,0.000075,0.000040
2,5,1,0.000089,0.000044
3,5,1,0.000042,0.000028
4,5,1,0.000103,0.000034
5,5,1,0.000095,0.000045
6,5,1,0.000072,0.000040
7,5,1,0.000087,0.000066
8,5,1,0.000047,0.000027
9,5,1,0.000079,0.000051
10,10,1,1.345274,0.000227
11,10,1,0.001003,0.000267
12,10,1,0.000908,0.000238
13,10,1,0.000996,0.000231
14,10,1,0.000977,0.000329
15,10,1,0.001215,0.000435
16,10,1,0.000877,0.000326
17,10,1,0.001028,0.000340
18,10,1,0.000981,0.000261
19,10,1,0.000468,0.000156
20,20,1,0.044128,0.004680
21,20,1,0.061690,0.007865
22,20,1,0.019165,0.003342
23,20,1,0.072709,0.007452
24,20,1,0.050141,0.006276
25,20,1,0.039031,0.005445
26,20,1,0.040458,0.005299
27,20,1,0.047131,0.006307
28,20,1,0.079906,0.013105
29,20,1,0.060381,0.006506
30,30,1,3.392130,0.238524
31,30,1,3.619766,0.465732
32,30,1,1.620295,0.129126
33,30,1,2.849047,0.277451
34,30,1,2.231124,0.188592
35,30,1,2.320660,0.200924
36,30,1,2.065828,0.173081
37,30,1,2.826498,0.283058
38,30,1,2.257787,0.185862
39,30,1,4.004960,0.297920
40,40,1,185.820084,10.722007
41,40,1,50.519240,4.504751
42,40,1,104.081038,7.809292
43,40,1,96.763419,8.720561
44,40,1,45.747013,3.965673
45,40,1,102.065355,9.359417
46,40,1,72.389855,6.643706
47,40,1,56.470098,5.776128
48,40,1,101.741782,7.554397
49,40,1,180.953476,13.151022
0,5,1,0.000119,0.000055
1,5,1,0.000075,0.000041
2,5,1,0.000088,0.000036
3,5,1,0.000042,0.000030
4,5,1,0.000080,0.000033
5,5,1,0.000103,0.000054
6,5,1,0.000071,0.000040
7,5,1,0.000087,0.000047
8,5,1,0.000047,0.000027
9,5,1,0.000073,0.000040
10,10,1,1.346411,0.000235
11,10,1,0.001102,0.000297
12,10,1,0.000932,0.000237
13,10,1,0.001014,0.000232
14,10,1,0.000974,0.000342
15,10,1,0.001223,0.000416
16,10,1,0.000854,0.000322
17,10,1,0.001030,0.000348
18,10,1,0.000975,0.000298
19,10,1,0.000469,0.000170
20,20,1,0.043976,0.004766
21,20,1,0.062894,0.007730
22,20,1,0.019175,0.003239
23,20,1,0.073363,0.007478
24,20,1,0.050255,0.006280
25,20,1,0.038913,0.005379
26,20,1,0.040616,0.005234
27,20,1,0.046940,0.006163
28,20,1,0.081034,0.013145
29,20,1,0.060406,0.006590
30,30,1,3.360711,0.230987
31,30,1,3.622953,0.465065
32,30,1,1.617213,0.129546
33,30,1,2.776262,0.256461
34,30,1,2.167111,0.186456
35,30,1,2.314656,0.201487
36,30,1,2.175198,0.180677
37,30,1,3.272706,0.289182
38,30,1,2.421161,0.194592
39,30,1,3.954222,0.313556
40,40,1,195.784634,10.786277
41,40,1,51.756035,4.515161
42,40,1,104.348914,7.756169
43,40,1,96.652491,8.706103
44,40,1,45.436641,3.970990
45,40,1,101.708752,9.337504
46,40,1,71.915853,6.584894
47,40,1,56.418268,5.750054
48,40,1,101.409871,7.507043
49,40,1,173.324060,13.055156
0,5,1,0.000105,0.000062
1,5,1,0.000083,0.000038
2,5,1,0.000111,0.000034
3,5,1,0.000041,0.000027
4,5,1,0.000079,0.000040
5,5,1,0.000095,0.000046
6,5,1,0.000072,0.000040
7,5,1,0.000087,0.000047
8,5,1,0.000047,0.000027
9,5,1,0.000071,0.000040
10,10,1,1.351680,0.000223
11,10,1,0.001121,0.000259
12,10,1,0.000941,0.000239
13,10,1,0.001035,0.000234
14,10,1,0.000983,0.000324
15,10,1,0.001269,0.000409
16,10,1,0.000866,0.000310
17,10,1,0.001014,0.000329
18,10,1,0.000974,0.000282
19,10,1,0.000464,0.000158
20,20,1,0.041894,0.004479
21,20,1,0.060554,0.008142
22,20,1,0.018310,0.003058
23,20,1,0.071582,0.007499
24,20,1,0.048168,0.006266
25,20,1,0.037404,0.005121
26,20,1,0.038808,0.005204
27,20,1,0.044818,0.006007
28,20,1,0.078365,0.014601
29,20,1,0.058347,0.006566
30,30,1,3.356812,0.235461
31,30,1,3.604979,0.461185
32,30,1,1.606856,0.137018
33,30,1,2.779308,0.260269
34,30,1,2.172783,0.189623
35,30,1,2.306064,0.200985
36,30,1,2.032194,0.180674
37,30,1,2.994823,0.273702
38,30,1,2.269179,0.186838
39,30,1,3.924254,0.302302
40,40,1,184.167493,10.653198
41,40,1,50.586898,4.499697
42,40,1,104.327920,7.751862
43,40,1,96.847756,8.702482
44,40,1,45.669412,3.964938
45,40,1,102.059449,9.335970
46,40,1,71.676435,6.575123
47,40,1,56.294701,5.786140
48,40,1,103.047081,7.532266
49,40,1,173.742313,13.126473
0,5,1,0.000108,0.000061
1,5,1,0.000074,0.000042
2,5,1,0.000095,0.000044
3,5,1,0.000041,0.000028
4,5,1,0.000079,0.000034
5,5,1,0.000112,0.000044
6,5,1,0.000069,0.000037
7,5,1,0.000086,0.000048
8,5,1,0.000046,0.000026
9,5,1,0.000072,0.000041
10,10,1,1.376170,0.000219
11,10,1,0.001059,0.000262
12,10,1,0.000967,0.000245
13,10,1,0.001188,0.000241
14,10,1,0.000976,0.000324
15,10,1,0.001214,0.000411
16,10,1,0.000864,0.000309
17,10,1,0.001009,0.000331
18,10,1,0.000972,0.000244
19,10,1,0.000479,0.000159
20,20,1,0.041363,0.004475
21,20,1,0.060884,0.007694
22,20,1,0.018366,0.003007
23,20,1,0.071903,0.007833
24,20,1,0.048230,0.006391
25,20,1,0.037606,0.005170
26,20,1,0.039164,0.005456
27,20,1,0.045130,0.006142
28,20,1,0.078453,0.013727
29,20,1,0.058922,0.006415
30,30,1,3.363040,0.232858
31,30,1,3.609391,0.464482
32,30,1,1.614726,0.130726
33,30,1,2.789827,0.257526
34,30,1,2.173793,0.187661
35,30,1,2.316237,0.202690
36,30,1,2.038782,0.175022
37,30,1,2.835914,0.273626
38,30,1,2.261817,0.188170
39,30,1,3.694466,0.300191
40,40,1,183.627017,10.625727
41,40,1,50.634954,4.497054
42,40,1,104.062861,7.722680
43,40,1,96.554508,8.643000
44,40,1,45.359871,3.946599
45,40,1,101.360941,9.250146
46,40,1,71.768628,6.559821
47,40,1,56.294608,5.783819
48,40,1,101.501898,7.528157
49,40,1,173.898373,13.089979
0,5,1,0.000117,0.000052
1,5,1,0.000091,0.000065
2,5,1,0.000095,0.000044
3,5,1,0.000041,0.000027
4,5,1,0.000086,0.000033
5,5,1,0.000095,0.000044
6,5,1,0.000071,0.000040
7,5,1,0.000087,0.000049
8,5,1,0.000047,0.000026
9,5,1,0.000070,0.000048
10,10,1,1.383117,0.000231
11,10,1,0.001113,0.000259
12,10,1,0.001033,0.000239
13,10,1,0.001137,0.000229
14,10,1,0.000982,0.000323
15,10,1,0.001211,0.000407
16,10,1,0.000847,0.000299
17,10,1,0.001005,0.000327
18,10,1,0.000965,0.000252
19,10,1,0.000476,0.000170
20,20,1,0.041486,0.004466
21,20,1,0.060923,0.007728
22,20,1,0.018477,0.003024
23,20,1,0.072209,0.007492
24,20,1,0.048444,0.006438
25,20,1,0.037431,0.005145
26,20,1,0.039055,0.005362
27,20,1,0.044816,0.006083
28,20,1,0.078270,0.013721
29,20,1,0.059181,0.006428
30,30,1,3.405871,0.234005
31,30,1,3.611132,0.462169
32,30,1,1.618855,0.130272
33,30,1,2.790654,0.257512
34,30,1,2.170135,0.184270
35,30,1,2.325139,0.201680
36,30,1,2.040899,0.173507
37,30,1,2.823645,0.271399
38,30,1,2.269841,0.188729
39,30,1,3.694262,0.295791
40,40,1,183.597890,10.660065
41,40,1,50.537161,4.487657
42,40,1,104.136516,7.716506
43,40,1,96.618836,8.656309
44,40,1,45.449486,3.955278
45,40,1,101.527391,9.270682
46,40,1,71.948369,6.559225
47,40,1,56.420056,5.782997
48,40,1,105.578691,7.767627
49,40,1,175.765597,13.125790
0,5,1,0.000098,0.000056
1,5,1,0.000074,0.000040
2,5,1,0.000104,0.000045
3,5,1,0.000041,0.000028
4,5,1,0.000079,0.000041
5,5,1,0.000093,0.000061
6,5,1,0.000072,0.000039
7,5,1,0.000087,0.000048
8,5,1,0.000047,0.000027
9,5,1,0.000079,0.000043
10,10,1,1.416715,0.000251
11,10,1,0.001134,0.000293
12,10,1,0.000990,0.000237
13,10,1,0.001103,0.000231
14,10,1,0.000988,0.000355
15,10,1,0.001273,0.000423
16,10,1,0.000937,0.000315
17,10,1,0.001103,0.000349
18,10,1,0.001040,0.000268
19,10,1,0.000499,0.000161
20,20,1,0.044459,0.004914
21,20,1,0.064808,0.008242
22,20,1,0.018627,0.003529
23,20,1,0.075094,0.007493
24,20,1,0.051521,0.006395
25,20,1,0.040174,0.005446
26,20,1,0.041731,0.005931
27,20,1,0.047505,0.006309
28,20,1,0.082333,0.014766
29,20,1,0.062361,0.006552
30,30,1,3.411166,0.233711
31,30,1,3.680388,0.469616
32,30,1,1.649629,0.135925
33,30,1,2.829197,0.261851
34,30,1,2.234827,0.189703
35,30,1,2.343956,0.206108
36,30,1,2.086434,0.180669
37,30,1,2.853539,0.277006
38,30,1,2.317835,0.190721
39,30,1,3.743208,0.315997
40,40,1,185.060997,10.726358
41,40,1,51.082089,4.521644
42,40,1,105.082283,7.807529
43,40,1,97.173216,8.731096
44,40,1,46.017188,3.973402
45,40,1,102.355660,9.316483
46,40,1,72.834634,6.617226
47,40,1,56.663458,5.818615
48,40,1,102.762485,7.577713
49,40,1,175.250512,13.127090
0,5,1,0.000108,0.000052
1,5,1,0.000098,0.000047
2,5,1,0.000088,0.000053
3,5,1,0.000041,0.000026
4,5,1,0.000102,0.000052
5,5,1,0.000112,0.000045
6,5,1,0.000070,0.000040
7,5,1,0.000087,0.000048
8,5,1,0.000046,0.000025
9,5,1,0.000079,0.000043
10,10,1,1.408015,0.000230
11,10,1,0.001132,0.000261
12,10,1,0.000976,0.000237
13,10,1,0.001094,0.000224
14,10,1,0.000976,0.000325
15,10,1,0.001215,0.000426
16,10,1,0.000928,0.000317
17,10,1,0.001033,0.000369
18,10,1,0.001042,0.000278
19,10,1,0.000465,0.000179
20,20,1,0.044675,0.004789
21,20,1,0.063680,0.007878
22,20,1,0.019242,0.003163
23,20,1,0.077044,0.007992
24,20,1,0.051164,0.006473
25,20,1,0.039991,0.005457
26,20,1,0.041720,0.005680
27,20,1,0.047611,0.006290
28,20,1,0.081911,0.014582
29,20,1,0.062096,0.006578
30,30,1,3.410740,0.235336
31,30,1,3.645400,0.466019
32,30,1,1.635420,0.131456
33,30,1,2.814740,0.261154
34,30,1,2.208199,0.190873
35,30,1,2.343185,0.202878
36,30,1,2.065753,0.175766
37,30,1,2.848405,0.273181
38,30,1,2.285327,0.190390
39,30,1,3.760105,0.297881
40,40,1,185.308304,10.706737
41,40,1,51.062203,4.490298
42,40,1,105.253022,7.773615
43,40,1,97.564282,8.728448
44,40,1,45.927651,3.972388
45,40,1,102.195922,9.333114
46,40,1,72.652719,6.651171
47,40,1,56.928640,5.817866
48,40,1,102.954832,7.615112
49,40,1,175.673511,13.154756
0,5,1,0.000109,0.000054
1,5,1,0.000076,0.000055
2,5,1,0.000106,0.000038
3,5,1,0.000049,0.000030
4,5,1,0.000081,0.000034
5,5,1,0.000096,0.000044
6,5,1,0.000072,0.000039
7,5,1,0.000087,0.000048
8,5,1,0.000053,0.000028
9,5,1,0.000073,0.000041
10,10,1,1.408949,0.000235
11,10,1,0.001108,0.000263
12,10,1,0.000974,0.000238
13,10,1,0.001142,0.000241
14,10,1,0.000970,0.000328
15,10,1,0.001220,0.000418
16,10,1,0.000857,0.000382
17,10,1,0.001080,0.000344
18,10,1,0.001118,0.000301
19,10,1,0.000462,0.000160
20,20,1,0.044690,0.004794
21,20,1,0.064305,0.008269
22,20,1,0.019168,0.003157
23,20,1,0.076217,0.007694
24,20,1,0.050720,0.006310
25,20,1,0.039853,0.005511
26,20,1,0.041126,0.005848
27,20,1,0.047861,0.006194
28,20,1,0.082162,0.014503
29,20,1,0.062403,0.006532
30,30,1,3.420520,0.236347
31,30,1,3.661037,0.472769
32,30,1,1.637098,0.131246
33,30,1,2.822986,0.264100
34,30,1,2.203436,0.191551
35,30,1,2.349002,0.206030
36,30,1,2.065003,0.174235
37,30,1,2.855310,0.277000
38,30,1,2.300298,0.201268
39,30,1,3.752670,0.302541
40,40,1,185.077297,10.701330
41,40,1,51.117436,4.518956
42,40,1,105.016354,7.736631
43,40,1,97.302022,8.707759
44,40,1,45.795951,3.988314
45,40,1,102.307985,9.317819
46,40,1,72.469913,6.634296
47,40,1,56.860663,5.818871
48,40,1,102.707253,7.570910
49,40,1,175.595871,13.176946
0,5,1,0.000099,0.000059
1,5,1,0.000074,0.000040
2,5,1,0.000104,0.000059
3,5,1,0.000040,0.000027
4,5,1,0.000087,0.000041
5,5,1,0.000121,0.000052
6,5,1,0.000071,0.000039
7,5,1,0.000086,0.000056
8,5,1,0.000047,0.000026
9,5,1,0.000071,0.000043
10,10,1,1.429220,0.000235
11,10,1,0.001088,0.000254
12,10,1,0.001002,0.000236
13,10,1,0.001058,0.000224
14,10,1,0.000977,0.000321
15,10,1,0.001221,0.000409
16,10,1,0.000860,0.000309
17,10,1,0.001028,0.000344
18,10,1,0.000978,0.000255
19,10,1,0.000459,0.000161
20,20,1,0.044368,0.004845
21,20,1,0.063081,0.007848
22,20,1,0.019099,0.003332
23,20,1,0.072792,0.007565
24,20,1,0.050729,0.006366
25,20,1,0.039364,0.005673
26,20,1,0.040475,0.005782
27,20,1,0.046874,0.006335
28,20,1,0.081632,0.014608
29,20,1,0.061381,0.006732
30,30,1,3.422945,0.238225
31,30,1,3.658201,0.471784
32,30,1,1.632078,0.132695
33,30,1,2.820416,0.263621
34,30,1,2.198234,0.191043
35,30,1,2.343171,0.207381
36,30,1,2.060173,0.175988
37,30,1,2.845980,0.278149
38,30,1,2.283489,0.191139
39,30,1,3.742672,0.301992
40,40,1,185.464636,10.738548
41,40,1,51.297934,4.540127
42,40,1,105.175842,7.751096
43,40,1,97.435826,8.703907
44,40,1,46.107885,3.960412
45,40,1,102.433172,9.300470
46,40,1,72.572009,6.591129
47,40,1,57.087523,5.802157
48,40,1,102.494066,7.547573
49,40,1,175.378499,13.083898
0,5,2,0.000366,0.000272
1,5,2,0.000167,0.000219
2,5,2,0.000138,0.000117
3,5,2,0.000124,0.000098
4,5,2,0.000252,0.000106
5,5,2,0.000145,0.000118
6,5,2,0.000144,0.000107
7,5,2,0.000129,0.000158
8,5,2,0.000103,0.000096
9,5,2,0.000141,0.000113
10,10,2,0.000469,0.000256
11,10,2,0.000583,0.000566
12,10,2,0.000565,0.000555
13,10,2,0.001032,0.000677
14,10,2,0.000835,0.000724
15,10,2,0.001320,0.001408
16,10,2,0.000604,0.000999
17,10,2,0.000631,0.000348
18,10,2,0.000594,0.000281
19,10,2,0.000420,0.000280
20,20,2,0.025560,0.003201
21,20,2,0.033105,0.006064
22,20,2,0.010147,0.002181
23,20,2,0.046476,0.005040
24,20,2,0.028778,0.004022
25,20,2,0.022375,0.003671
26,20,2,0.022185,0.003414
27,20,2,0.028435,0.004734
28,20,2,0.042226,0.007653
29,20,2,0.033863,0.004174
30,30,2,1.880420,0.125135
31,30,2,1.876732,0.233796
32,30,2,0.876273,0.074052
33,30,2,1.679613,0.133647
34,30,2,1.150769,0.110154
35,30,2,1.342817,0.113040
36,30,2,1.142456,0.116074
37,30,2,1.518013,0.148739
38,30,2,1.236595,0.133528
39,30,2,2.242006,0.180158
40,40,2,100.639435,6.598499
41,40,2,27.122614,2.921180
42,40,2,56.652435,4.242677
43,40,2,52.300922,4.355502
44,40,2,24.535524,2.181646
45,40,2,53.057650,4.975672
46,40,2,37.686788,3.146192
47,40,2,30.970784,3.261065
48,40,2,52.215477,3.888984
49,40,2,99.963049,7.677212
0,5,2,0.000501,0.000196
1,5,2,0.000144,0.000141
2,5,2,0.000164,0.000129
3,5,2,0.000104,0.000112
4,5,2,0.000146,0.000096
5,5,2,0.000192,0.000159
6,5,2,0.000164,0.000143
7,5,2,0.000135,0.000129
8,5,2,0.000134,0.000094
9,5,2,0.000150,0.000135
10,10,2,0.000423,0.000296
11,10,2,0.677041,0.000383
12,10,2,0.000636,0.000364
13,10,2,0.000672,0.000320
14,10,2,0.000700,0.000354
15,10,2,0.000733,0.000406
16,10,2,0.000761,0.000968
17,10,2,0.000634,0.000348
18,10,2,0.000681,0.000316
19,10,2,0.000500,0.000765
20,20,2,0.024547,0.003207
21,20,2,0.032952,0.006368
22,20,2,0.011224,0.002343
23,20,2,0.047627,0.005393
24,20,2,0.029656,0.003689
25,20,2,0.022214,0.003434
26,20,2,0.021842,0.003646
27,20,2,0.028760,0.004412
28,20,2,0.041703,0.007465
29,20,2,0.035654,0.004423
30,30,2,1.851889,0.125082
31,30,2,1.891730,0.232668
32,30,2,0.875396,0.075681
33,30,2,1.684737,0.139729
34,30,2,1.145700,0.106954
35,30,2,1.337198,0.115546
36,30,2,1.139068,0.104638
37,30,2,1.516726,0.145694
38,30,2,1.258048,0.111248
39,30,2,2.247959,0.184669
40,40,2,100.406955,6.691268
41,40,2,27.157586,3.009354
42,40,2,56.994840,4.268346
43,40,2,52.574076,4.389140
44,40,2,24.649337,2.198696
45,40,2,52.618148,5.370970
46,40,2,37.111344,3.214163
47,40,2,30.512596,2.936376
48,40,2,52.158790,4.411820
49,40,2,99.978529,7.558548
0,5,2,0.000771,0.001007
1,5,2,0.000475,0.000863
2,5,2,0.000468,0.002365
3,5,2,0.000443,0.002198
4,5,2,0.003548,0.001669
5,5,2,0.001135,0.003057
6,5,2,0.001357,0.001988
7,5,2,0.000653,0.000838
8,5,2,0.000517,0.000773
9,5,2,0.000703,0.001906
10,10,2,0.652895,0.000404
11,10,2,0.001397,0.000324
12,10,2,0.000738,0.000579
13,10,2,0.000706,0.000275
14,10,2,0.000694,0.000524
15,10,2,0.001203,0.000612
16,10,2,0.000803,0.000791
17,10,2,0.000675,0.000373
18,10,2,0.000720,0.000390
19,10,2,0.000386,0.000850
20,20,2,0.023121,0.003235
21,20,2,0.032747,0.005602
22,20,2,0.011401,0.002298
23,20,2,0.045774,0.005605
24,20,2,0.029352,0.004186
25,20,2,0.022245,0.003856
26,20,2,0.023274,0.009178
27,20,2,0.030774,0.004349
28,20,2,0.042255,0.007891
29,20,2,0.035729,0.004260
30,30,2,1.810619,0.124388
31,30,2,1.850576,0.227348
32,30,2,0.884916,0.079214
33,30,2,1.654960,0.136502
34,30,2,1.119776,0.103250
35,30,2,1.305305,0.111925
36,30,2,1.111007,0.100641
37,30,2,1.493954,0.153595
38,30,2,1.203905,0.118624
39,30,2,2.189915,0.181829
40,40,2,101.063851,6.729759
41,40,2,27.310357,2.919310
42,40,2,56.767570,4.261824
43,40,2,52.859182,4.434792
44,40,2,24.527067,2.233842
45,40,2,52.834296,4.923700
46,40,2,37.542933,3.217329
47,40,2,30.525343,2.967519
48,40,2,52.130537,3.875209
49,40,2,100.145309,7.662877
0,5,2,0.000929,0.001029
1,5,2,0.000148,0.000147
2,5,2,0.000134,0.000348
3,5,2,0.000103,0.000140
4,5,2,0.000160,0.000536
5,5,2,0.000193,0.000165
6,5,2,0.000136,0.000139
7,5,2,0.000148,0.000470
8,5,2,0.000365,0.000108
9,5,2,0.000185,0.000215
10,10,2,0.000464,0.000324
11,10,2,0.000991,0.000291
12,10,2,0.001240,0.000310
